instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
245,2011-09-02,3,0,9,0,5,1,2,64.33330000000001,60.4808,0.727083,0.139929,875,3852,4727
246,2011-09-03,3,0,9,0,6,0,1,66.91669999999999,63.3213,0.716667,0.185325,1935,2549,4484
247,2011-09-04,3,0,9,0,0,0,1,70.9167,66.5429,0.742083,0.206467,2521,2419,4940
248,2011-09-05,3,0,9,1,1,0,2,67.3333,62.56460000000001,0.790417,0.212696,1236,2115,3351
249,2011-09-06,3,0,9,0,2,1,3,54.0,51.52,0.886957,0.343943,204,2506,2710
250,2011-09-07,3,0,9,0,3,1,3,59.9167,54.4229,0.917083,0.0970208,118,1878,1996
251,2011-09-08,3,0,9,0,4,1,3,63.39130000000001,55.5361,0.939565,0.192748,153,1689,1842
252,2011-09-09,3,0,9,0,5,1,2,65.0,57.8946,0.897917,0.124379,417,3127,3544
253,2011-09-10,3,0,9,0,6,0,1,66.0,60.7962,0.75375,0.153608,1750,3595,5345
254,2011-09-11,3,0,9,0,0,0,1,65.3333,60.9229,0.71375,0.115054,1633,3413,5046
255,2011-09-12,3,0,9,0,1,1,1,64.4348,60.21300000000001,0.692174,0.088913,690,4023,4713
256,2011-09-13,3,0,9,0,2,1,1,65.0833,60.3554,0.7125,0.141804,701,4062,4763
257,2011-09-14,3,0,9,0,3,1,1,67.3333,62.69,0.697083,0.1673,647,4138,4785
258,2011-09-15,3,0,9,0,4,1,2,57.75,55.3671,0.709167,0.271146,428,3231,3659
259,2011-09-16,3,0,9,0,5,1,2,46.9167,46.1475,0.590417,0.164183,742,4018,4760
260,2011-09-17,3,0,9,0,6,0,2,49.1667,47.8512,0.718333,0.189675,1434,3077,4511
261,2011-09-18,3,0,9,0,0,0,1,50.74999999999999,49.0537,0.695,0.178483,1353,2921,4274
262,2011-09-19,3,0,9,0,1,1,2,54.9167,52.9675,0.69,0.15174200000000002,691,3848,4539
263,2011-09-20,3,0,9,0,2,1,2,56.16670000000001,53.22170000000001,0.88125,0.134954,438,3203,3641
264,2011-09-21,3,0,9,0,3,1,2,59.5,55.05329999999999,0.9,0.0964042,539,3813,4352
265,2011-09-22,3,0,9,0,4,1,2,62.8333,55.4963,0.902083,0.128125,555,4240,4795
266,2011-09-23,4,0,9,0,5,1,2,60.9167,52.21249999999999,0.9725,0.0783667,258,2137,2395
267,2011-09-24,4,0,9,0,6,0,2,60.6667,56.4412,0.8625,0.0783833,1776,3647,5423
268,2011-09-25,4,0,9,0,0,0,2,63.41670000000001,57.26369999999999,0.845,0.0503792,1544,3466,5010
269,2011-09-26,4,0,9,0,1,1,2,64.9167,58.9042,0.848333,0.1107,684,3946,4630
270,2011-09-27,4,0,9,0,2,1,2,63.6667,57.45249999999999,0.885417,0.118171,477,3643,4120
271,2011-09-28,4,0,9,0,3,1,2,63.5,57.51579999999999,0.84875,0.14862899999999998,480,3427,3907
272,2011-09-29,4,0,9,0,4,1,1,61.6667,57.4512,0.699167,0.17288299999999998,653,4186,4839
273,2011-09-30,4,0,9,0,5,1,1,56.4167,54.4829,0.6475,0.206475,830,4372,5202
274,2011-10-01,4,0,10,0,6,0,2,41.0,41.2863,0.75375,0.292296,480,1949,2429
275,2011-10-02,4,0,10,0,0,0,2,35.6667,34.5317,0.791667,0.222013,616,2302,2918
276,2011-10-03,4,0,10,0,1,1,2,38.4167,39.2046,0.760833,0.08334580000000001,330,3240,3570
277,2011-10-04,4,0,10,0,2,1,1,48.4167,47.2858,0.71,0.205854,486,3970,4456
278,2011-10-05,4,0,10,0,3,1,1,53.8333,52.7138,0.647917,0.17725,559,4267,4826
279,2011-10-06,4,0,10,0,4,1,1,49.41670000000001,48.0425,0.620833,0.134954,639,4126,4765
280,2011-10-07,4,0,10,0,5,1,1,51.0833,50.4404,0.684167,0.0223917,949,4036,4985
281,2011-10-08,4,0,10,0,6,0,1,52.1667,51.3242,0.70125,0.0454042,2235,3174,5409
282,2011-10-09,4,0,10,0,0,0,1,54.0833,52.3983,0.7275,0.06345,2397,3114,5511
283,2011-10-10,4,0,10,1,1,0,1,57.0833,54.2925,0.73375,0.0423042,1514,3603,5117
284,2011-10-11,4,0,10,0,2,1,2,56.66670000000001,54.6096,0.80875,0.143042,667,3896,4563
285,2011-10-12,4,0,10,0,3,1,3,54.3333,51.7717,0.90625,0.24815,217,2199,2416
286,2011-10-13,4,0,10,0,4,1,2,58.9167,55.1804,0.896667,0.141787,290,2623,2913
287,2011-10-14,4,0,10,0,5,1,2,55.0833,52.9675,0.71625,0.223883,529,3115,3644
288,2011-10-15,4,0,10,0,6,0,1,50.6667,49.8725,0.483333,0.258083,1899,3318,5217
289,2011-10-16,4,0,10,0,0,0,1,51.1667,50.3154,0.486667,0.281717,1748,3293,5041
290,2011-10-17,4,0,10,0,1,1,1,53.41670000000001,51.0725,0.579583,0.175379,713,3857,4570
291,2011-10-18,4,0,10,0,2,1,2,53.25,52.2721,0.701667,0.110087,637,4111,4748
292,2011-10-19,4,0,10,0,3,1,3,54.17390000000001,51.3848,0.895217,0.243339,254,2170,2424
293,2011-10-20,4,0,10,0,4,1,1,47.5833,46.6525,0.63625,0.422275,471,3724,4195
294,2011-10-21,4,0,10,0,5,1,1,42.75,42.3596,0.574167,0.221396,676,3628,4304
295,2011-10-22,4,0,10,0,6,0,1,42.25,42.5492,0.629167,0.0926667,1499,2809,4308
296,2011-10-23,4,0,10,0,0,0,1,42.1667,42.2333,0.74125,0.0995125,1619,2762,4381
297,2011-10-24,4,0,10,0,1,1,1,46.3333,45.7067,0.772083,0.118792,699,3488,4187
298,2011-10-25,4,0,10,0,2,1,1,47.1667,46.3375,0.622917,0.166658,695,3992,4687
299,2011-10-26,4,0,10,0,3,1,2,48.4167,47.2846,0.720417,0.148642,404,3490,3894
300,2011-10-27,4,0,10,0,4,1,2,47.0,45.7046,0.812917,0.197763,240,2419,2659
301,2011-10-28,4,0,10,0,5,1,2,33.0833,31.8812,0.585833,0.229479,456,3291,3747
302,2011-10-29,4,0,10,0,6,0,3,25.4167,22.7913,0.8825,0.351371,57,570,627
303,2011-10-30,4,0,10,0,0,0,1,31.9167,32.1329,0.62375,0.176617,885,2446,3331
304,2011-10-31,4,0,10,0,1,1,1,34.0,35.60630000000001,0.703333,0.10635,362,3307,3669
305,2011-11-01,4,0,11,0,2,1,1,40.0833,39.7088,0.68375,0.135571,410,3658,4068
306,2011-11-02,4,0,11,0,3,1,1,37.75,39.0133,0.71875,0.08209169999999999,370,3816,4186
307,2011-11-03,4,0,11,0,4,1,1,40.8333,40.5921,0.702083,0.136817,318,3656,3974
308,2011-11-04,4,0,11,0,5,1,2,40.3333,40.33920000000001,0.6225,0.271779,470,3576,4046
309,2011-11-05,4,0,11,0,6,0,1,32.6667,32.3854,0.519167,0.189062,1156,2770,3926
310,2011-11-06,4,0,11,0,0,0,1,34.8333,36.23580000000001,0.734583,0.0920542,952,2697,3649
311,2011-11-07,4,0,11,0,1,1,1,39.5,40.0871,0.75875,0.057225,373,3662,4035
312,2011-11-08,4,0,11,0,2,1,1,40.8333,41.2246,0.7216670000000001,0.0690375,376,3829,4205
313,2011-11-09,4,0,11,0,3,1,1,40.0,40.9079,0.758333,0.06219580000000001,305,3804,4109
314,2011-11-10,4,0,11,0,4,1,2,38.0,37.3721,0.813333,0.189067,190,2743,2933
315,2011-11-11,4,0,11,1,5,0,1,32.4167,30.6817,0.44625,0.314675,440,2928,3368
316,2011-11-12,4,0,11,0,6,0,1,35.6667,35.7942,0.552917,0.212062,1275,2792,4067
317,2011-11-13,4,0,11,0,0,0,1,44.0833,43.055,0.458333,0.281721,1004,2713,3717
318,2011-11-14,4,0,11,0,1,1,1,53.0,52.4612,0.587083,0.306596,595,3891,4486
319,2011-11-15,4,0,11,0,2,1,2,53.0,50.7579,0.68875,0.199633,449,3746,4195
320,2011-11-16,4,0,11,0,3,1,3,45.6667,45.1988,0.93,0.136829,145,1672,1817
321,2011-11-17,4,0,11,0,4,1,2,34.1667,32.3221,0.575833,0.305362,139,2914,3053
322,2011-11-18,4,0,11,0,5,1,1,27.4167,27.2721,0.41,0.168533,245,3147,3392
323,2011-11-19,4,0,11,0,6,0,1,32.9167,32.4483,0.502083,0.224496,943,2720,3663
324,2011-11-20,4,0,11,0,0,0,2,46.3333,45.7058,0.6845829999999999,0.18595,787,2733,3520
325,2011-11-21,4,0,11,0,1,1,3,44.75,44.5062,0.91,0.138054,220,2545,2765
326,2011-11-22,4,0,11,0,2,1,3,41.6667,42.1696,0.9625,0.118792,69,1538,1607
327,2011-11-23,4,0,11,0,3,1,2,44.0833,43.0537,0.757917,0.335825,112,2454,2566
328,2011-11-24,4,0,11,1,4,0,1,37.3333,37.2471,0.549167,0.167304,560,935,1495
329,2011-11-25,4,0,11,0,5,1,1,37.5,38.0671,0.64375,0.0988958,1095,1697,2792
330,2011-11-26,4,0,11,0,6,0,1,37.5833,38.50870000000001,0.681667,0.0684208,1249,1819,3068
331,2011-11-27,4,0,11,0,0,0,1,45.9167,45.58,0.698333,0.208954,810,2261,3071
332,2011-11-28,4,0,11,0,1,1,1,50.3478,49.0122,0.743043,0.142122,253,3614,3867
333,2011-11-29,4,0,11,0,2,1,2,45.8333,45.1375,0.830833,0.258092,96,2818,2914
334,2011-11-30,4,0,11,0,3,1,1,32.5,31.122100000000003,0.613333,0.271158,188,3425,3613
335,2011-12-01,4,0,12,0,4,1,1,31.25,30.5554,0.524583,0.220158,182,3545,3727
336,2011-12-02,4,0,12,0,5,1,1,31.4167,33.1433,0.625833,0.100754,268,3672,3940
337,2011-12-03,4,0,12,0,6,0,1,29.9167,31.0604,0.612917,0.0957833,706,2908,3614
338,2011-12-04,4,0,12,0,0,0,1,33.0833,34.910000000000004,0.775833,0.08395830000000001,634,2851,3485
339,2011-12-05,4,0,12,0,1,1,2,38.5833,39.39250000000001,0.827083,0.062208300000000015,233,3578,3811
340,2011-12-06,4,0,12,0,2,1,3,46.25,45.64,0.949583,0.232583,126,2468,2594
341,2011-12-07,4,0,12,0,3,1,3,41.0,40.0246,0.970417,0.266175,50,655,705
342,2011-12-08,4,0,12,0,4,1,1,26.5833,25.6938,0.58,0.240058,150,3172,3322
343,2011-12-09,4,0,12,0,5,1,1,29.0833,31.7542,0.695833,0.08271669999999999,261,3359,3620
344,2011-12-10,4,0,12,0,6,0,1,27.500000000000004,26.6412,0.5075,0.233221,502,2688,3190
345,2011-12-11,4,0,12,0,0,0,1,22.0833,25.3154,0.49,0.0665417,377,2366,2743
346,2011-12-12,4,0,12,0,1,1,1,23.8333,27.0196,0.670833,0.06345,143,3167,3310
347,2011-12-13,4,0,12,0,2,1,1,28.25,30.1138,0.59,0.14055,155,3368,3523
348,2011-12-14,4,0,12,0,3,1,2,31.75,33.8362,0.66375,0.060958300000000014,178,3562,3740
349,2011-12-15,4,0,12,0,4,1,2,42.25,41.2237,0.634167,0.268042,181,3528,3709
350,2011-12-16,4,0,12,0,5,1,2,37.5,35.9825,0.500417,0.260575,178,3399,3577
351,2011-12-17,4,0,12,0,6,0,2,25.8333,24.9371,0.560833,0.243167,275,2464,2739
352,2011-12-18,4,0,12,0,0,0,1,23.8333,24.5579,0.58625,0.169779,220,2211,2431
353,2011-12-19,4,0,12,0,1,1,1,27.6667,28.0933,0.6375,0.172896,260,3143,3403
354,2011-12-20,4,0,12,0,2,1,2,38.5833,39.6454,0.595417,0.061570800000000016,216,3534,3750
355,2011-12-21,1,0,12,0,3,1,2,42.8333,42.8017,0.858333,0.2214,107,2553,2660
356,2011-12-22,1,0,12,0,4,1,2,42.3333,42.61210000000001,0.7575,0.047275,227,2841,3068
357,2011-12-23,1,0,12,0,5,1,1,37.3333,37.7513,0.68625,0.274246,163,2046,2209
358,2011-12-24,1,0,12,0,6,0,1,30.25,29.9242,0.5425,0.190304,155,856,1011
359,2011-12-25,1,0,12,0,0,0,1,27.4783,27.9961,0.681304,0.155091,303,451,754
360,2011-12-26,1,0,12,1,1,0,1,32.1739,31.5535,0.506957,0.239465,430,887,1317
361,2011-12-27,1,0,12,0,2,1,2,32.5,32.7633,0.7625,0.18845,103,1059,1162
362,2011-12-28,1,0,12,0,3,1,1,29.913,27.9974,0.503913,0.29396100000000003,255,2047,2302
363,2011-12-29,1,0,12,0,4,1,1,24.8333,26.3892,0.574167,0.119412,254,2169,2423
364,2011-12-30,1,0,12,0,5,1,1,31.1667,31.8812,0.636667,0.13433699999999998,491,2508,2999
365,2011-12-31,1,0,12,0,6,0,1,41.0,41.4121,0.615833,0.220154,665,1820,2485
366,2012-01-01,1,1,1,0,0,0,1,37.0,37.5621,0.6925,0.192167,686,1608,2294
367,2012-01-02,1,1,1,1,1,0,1,27.3043,25.2304,0.381304,0.329665,244,1707,1951
368,2012-01-03,1,1,1,0,2,1,1,15.0,12.6275,0.44125,0.365671,89,2147,2236
369,2012-01-04,1,1,1,0,3,1,2,10.75,11.933699999999998,0.414583,0.1847,95,2273,2368
370,2012-01-05,1,1,1,0,4,1,1,26.5833,27.8412,0.524167,0.129987,140,3132,3272
371,2012-01-06,1,1,1,0,5,1,1,33.4167,34.0267,0.542083,0.167908,307,3791,4098
372,2012-01-07,1,1,1,0,6,0,1,39.3333,39.0779,0.531667,0.174758,1070,3451,4521
373,2012-01-08,1,1,1,0,0,0,1,33.75,34.025800000000004,0.465,0.191542,599,2826,3425
374,2012-01-09,1,1,1,0,1,1,2,22.4167,24.7479,0.701667,0.0989,106,2270,2376
375,2012-01-10,1,1,1,0,2,1,1,30.8696,31.8826,0.646522,0.187552,173,3425,3598
376,2012-01-11,1,1,1,0,3,1,2,27.4167,28.2821,0.8475,0.131221,92,2085,2177
377,2012-01-12,1,1,1,0,4,1,2,38.25,38.1938,0.802917,0.180967,269,3828,4097
378,2012-01-13,1,1,1,0,5,1,1,27.4167,24.9362,0.5075,0.378108,174,3040,3214
379,2012-01-14,1,1,1,0,6,0,1,18.0,18.3087,0.4575,0.187183,333,2160,2493
380,2012-01-15,1,1,1,0,0,0,1,16.666700000000002,16.162499999999998,0.419167,0.251258,284,2027,2311
381,2012-01-16,1,1,1,1,1,0,1,19.0,19.0663,0.5225,0.231358,217,2081,2298
382,2012-01-17,1,1,1,0,2,1,2,37.3043,36.42780000000001,0.716087,0.34913,127,2808,2935
383,2012-01-18,1,1,1,0,3,1,1,30.3333,27.5254,0.443333,0.415429,109,3267,3376
384,2012-01-19,1,1,1,0,4,1,1,19.0,19.0038,0.4975,0.220158,130,3162,3292
385,2012-01-20,1,1,1,0,5,1,2,21.75,22.0958,0.45,0.20275,115,3048,3163
386,2012-01-21,1,1,1,0,6,0,2,17.333299999999998,17.4875,0.83125,0.222642,67,1234,1301
387,2012-01-22,1,1,1,0,0,0,2,16.25,16.225,0.79625,0.199638,196,1781,1977
388,2012-01-23,1,1,1,0,1,1,2,21.8333,24.3058,0.91125,0.110708,145,2287,2432
389,2012-01-24,1,1,1,0,2,1,1,34.25,34.910799999999995,0.835833,0.123767,439,3900,4339
390,2012-01-25,1,1,1,0,3,1,1,29.4167,29.4821,0.64375,0.161071,467,3803,4270
391,2012-01-26,1,1,1,0,4,1,2,34.1667,35.605,0.769583,0.07339580000000001,244,3831,4075
392,2012-01-27,1,1,1,0,5,1,2,42.5,41.5383,0.74125,0.342667,269,3187,3456
393,2012-01-28,1,1,1,0,6,0,1,31.5833,32.637899999999995,0.543333,0.210829,775,3248,4023
394,2012-01-29,1,1,1,0,0,0,1,28.25,27.2721,0.31125,0.24005,558,2685,3243
395,2012-01-30,1,1,1,0,1,1,1,26.9167,26.2625,0.400833,0.215792,126,3498,3624
396,2012-01-31,1,1,1,0,2,1,1,39.0,38.1317,0.416667,0.261817,324,4185,4509
397,2012-02-01,1,1,2,0,3,1,1,46.9167,46.6538,0.507917,0.189067,304,4275,4579
398,2012-02-02,1,1,2,0,4,1,2,39.9167,39.8971,0.672917,0.187187,190,3571,3761
399,2012-02-03,1,1,2,0,5,1,1,31.3333,30.9346,0.526667,0.17849600000000002,310,3841,4151
400,2012-02-04,1,1,2,0,6,0,2,26.4167,27.2725,0.779583,0.121896,384,2448,2832
401,2012-02-05,1,1,2,0,0,0,2,26.5833,26.4521,0.687917,0.175996,318,2629,2947
402,2012-02-06,1,1,2,0,1,1,1,28.2609,29.6426,0.622174,0.1538,206,3578,3784
403,2012-02-07,1,1,2,0,2,1,1,35.4167,36.1104,0.49625,0.147379,199,4176,4375
404,2012-02-08,1,1,2,0,3,1,2,25.6667,26.642100000000006,0.722917,0.133721,109,2693,2802
405,2012-02-09,1,1,2,0,4,1,1,26.5,26.1988,0.562083,0.194037,163,3667,3830
406,2012-02-10,1,1,2,0,5,1,2,28.0833,29.3558,0.54,0.116929,227,3604,3831
407,2012-02-11,1,1,2,0,6,0,3,22.4167,21.0867,0.73125,0.289796,192,1977,2169
408,2012-02-12,1,1,2,0,0,0,1,12.75,10.1658,0.464583,0.409212,73,1456,1529
409,2012-02-13,1,1,2,0,1,1,1,22.25,22.7913,0.41125,0.167283,94,3328,3422
410,2012-02-14,1,1,2,0,2,1,2,31.9167,33.394600000000004,0.50875,0.141179,135,3787,3922
411,2012-02-15,1,1,2,0,3,1,1,34.8333,35.16289999999999,0.53125,0.1816,141,4028,4169
412,2012-02-16,1,1,2,0,4,1,2,31.6667,33.0162,0.7529170000000001,0.091425,74,2931,3005
413,2012-02-17,1,1,2,0,5,1,1,34.3333,35.16289999999999,0.634583,0.205846,349,3805,4154
414,2012-02-18,1,1,2,0,6,0,1,34.6667,35.5425,0.534583,0.190929,1435,2883,4318
415,2012-02-19,1,1,2,0,0,0,2,28.000000000000004,26.5788,0.515833,0.253112,618,2071,2689
416,2012-02-20,1,1,2,1,1,0,1,28.000000000000004,27.3391,0.507826,0.229083,502,2627,3129
417,2012-02-21,1,1,2,0,2,1,1,28.7826,29.5113,0.594348,0.205717,163,3614,3777
418,2012-02-22,1,1,2,0,3,1,1,39.5833,39.2667,0.567917,0.234471,394,4379,4773
419,2012-02-23,1,1,2,0,4,1,1,45.4167,44.4446,0.554583,0.190913,516,4546,5062
420,2012-02-24,1,1,2,0,5,1,2,40.75,41.09710000000001,0.7375,0.237567,246,3241,3487
421,2012-02-25,1,1,2,0,6,0,1,29.0833,25.5675,0.395833,0.421642,317,2415,2732
422,2012-02-26,1,1,2,0,0,0,1,27.9167,26.8308,0.41,0.205229,515,2874,3389
423,2012-02-27,1,1,2,0,1,1,1,36.6667,35.7954,0.490833,0.268033,253,4069,4322
424,2012-02-28,1,1,2,0,2,1,1,35.9167,35.3525,0.395833,0.193417,229,4134,4363
425,2012-02-29,1,1,2,0,3,1,2,34.4348,34.847,0.804783,0.179117,65,1769,1834
426,2012-03-01,1,1,3,0,4,1,1,48.5833,47.5371,0.615417,0.226987,325,4665,4990
427,2012-03-02,1,1,3,0,5,1,2,35.3333,35.9842,0.657083,0.144904,246,2948,3194
428,2012-03-03,1,1,3,0,6,0,2,41.4167,41.3492,0.62125,0.161079,956,3110,4066
429,2012-03-04,1,1,3,0,0,0,1,32.5833,30.3021,0.403333,0.334571,710,2713,3423
430,2012-03-05,1,1,3,0,1,1,1,24.3333,24.1171,0.50625,0.228858,203,3130,3333
431,2012-03-06,1,1,3,0,2,1,1,25.8333,25.5042,0.456667,0.200875,221,3735,3956
432,2012-03-07,1,1,3,0,3,1,1,40.4167,38.51,0.513333,0.345779,432,4484,4916
433,2012-03-08,1,1,3,0,4,1,1,52.75,52.46039999999999,0.5675,0.441563,486,4896,5382
434,2012-03-09,1,1,3,0,5,1,2,41.0833,39.7083,0.407083,0.4148,447,4122,4569
435,2012-03-10,1,1,3,0,6,0,1,28.75,27.7767,0.35041700000000003,0.22575,968,3150,4118
436,2012-03-11,1,1,3,0,0,0,1,36.1739,35.967,0.476957,0.222587,1658,3253,4911
437,2012-03-12,1,1,3,0,1,1,1,46.6667,45.9592,0.489167,0.207713,838,4460,5298
438,2012-03-13,1,1,3,0,2,1,1,56.49999999999999,54.2929,0.6175,0.23695,762,5085,5847
439,2012-03-14,1,1,3,0,3,1,1,57.25,54.8617,0.507083,0.11506199999999997,997,5315,6312
440,2012-03-15,1,1,3,0,4,1,1,55.75,53.2825,0.579583,0.149883,1005,5187,6192
441,2012-03-16,1,1,3,0,5,1,2,43.5833,43.6229,0.842083,0.113192,548,3830,4378
442,2012-03-17,1,1,3,0,6,0,2,51.41670000000001,50.5046,0.755833,0.110704,3155,4681,7836
443,2012-03-18,1,1,3,0,0,0,2,47.25,46.4,0.81,0.126883,2207,3685,5892
444,2012-03-19,1,1,3,0,1,1,1,54.50000000000001,53.2821,0.72875,0.16231700000000002,982,5171,6153
445,2012-03-20,1,1,3,0,2,1,1,56.0833,53.8533,0.807917,0.121271,1051,5042,6093
446,2012-03-21,2,1,3,0,3,1,2,53.1667,51.3258,0.82125,0.08955830000000001,1122,5108,6230
447,2012-03-22,2,1,3,0,4,1,1,55.4167,53.1567,0.83125,0.117562,1334,5537,6871
448,2012-03-23,2,1,3,0,5,1,2,60.16669999999999,57.0067,0.694167,0.1163,2469,5893,8362
449,2012-03-24,2,1,3,0,6,0,2,50.24999999999999,48.6733,0.885417,0.192783,1033,2339,3372
450,2012-03-25,2,1,3,0,0,0,2,43.75,43.7488,0.880833,0.220775,1532,3464,4996
451,2012-03-26,2,1,3,0,1,1,1,44.5833,43.875,0.477917,0.386821,795,4763,5558
452,2012-03-27,2,1,3,0,2,1,1,32.3333,31.5654,0.29,0.187192,531,4571,5102
453,2012-03-28,2,1,3,0,3,1,1,48.4167,47.095,0.48125,0.291671,674,5024,5698
454,2012-03-29,2,1,3,0,4,1,1,49.41670000000001,48.2304,0.439167,0.31965,834,5299,6133
455,2012-03-30,2,1,3,0,5,1,2,37.0,37.5621,0.580833,0.138067,796,4663,5459
456,2012-03-31,2,1,3,0,6,0,2,42.4167,42.1708,0.738333,0.25061700000000003,2301,3934,6235
457,2012-04-01,2,1,4,0,0,0,2,42.5833,41.7287,0.67625,0.172267,2347,3694,6041
458,2012-04-02,2,1,4,0,1,1,1,43.3913,42.7513,0.5043479999999999,0.312139,1208,4728,5936
459,2012-04-03,2,1,4,0,2,1,1,46.6667,46.1483,0.396667,0.100133,1348,5424,6772
460,2012-04-04,2,1,4,0,3,1,1,54.1667,53.345,0.469583,0.180975,1058,5378,6436
461,2012-04-05,2,1,4,0,4,1,1,43.5,43.1163,0.374167,0.219529,1192,5265,6457
462,2012-04-06,2,1,4,0,5,1,1,40.3333,39.0767,0.377083,0.300388,1807,4653,6460
463,2012-04-07,2,1,4,0,6,0,1,43.75,42.6129,0.25416700000000003,0.274871,3252,3605,6857
464,2012-04-08,2,1,4,0,0,0,1,50.0,49.2425,0.275833,0.232596,2230,2939,5169
465,2012-04-09,2,1,4,0,1,1,1,48.9167,47.6638,0.3175,0.358196,905,4680,5585
466,2012-04-10,2,1,4,0,2,1,1,44.6667,43.6233,0.435,0.249375,819,5099,5918
467,2012-04-11,2,1,4,0,3,1,1,34.8696,33.7274,0.469565,0.295274,482,4380,4862
468,2012-04-12,2,1,4,0,4,1,1,39.75,38.7604,0.46625,0.290429,663,4746,5409
469,2012-04-13,2,1,4,0,5,1,1,44.25,43.1808,0.408333,0.155471,1252,5146,6398
470,2012-04-14,2,1,4,0,6,0,1,49.5,48.7996,0.5029170000000001,0.190917,2795,4665,7460
471,2012-04-15,2,1,4,0,0,0,1,60.6667,57.3875,0.507917,0.225129,2846,4286,7132
472,2012-04-16,2,1,4,1,1,0,1,66.41669999999999,61.49250000000001,0.561667,0.284829,1198,5172,6370
473,2012-04-17,2,1,4,0,2,1,1,60.8333,59.8487,0.390417,0.273629,989,5702,6691
474,2012-04-18,2,1,4,0,3,1,2,46.3333,45.7038,0.569167,0.16791199999999998,347,4020,4367
475,2012-04-19,2,1,4,0,4,1,1,49.8333,49.3046,0.6125,0.0659292,846,5719,6565
476,2012-04-20,2,1,4,0,5,1,1,52.6667,51.5775,0.694583,0.149871,1340,5950,7290
477,2012-04-21,2,1,4,0,6,0,1,56.99999999999999,54.2921,0.682917,0.283587,2541,4083,6624
478,2012-04-22,2,1,4,0,0,0,3,39.6667,38.9504,0.835417,0.344546,120,907,1027
479,2012-04-23,2,1,4,0,1,1,2,32.1667,30.1125,0.766667,0.303496,195,3019,3214
480,2012-04-24,2,1,4,0,2,1,1,41.3333,40.5283,0.454167,0.249383,518,5115,5633
481,2012-04-25,2,1,4,0,3,1,1,47.6667,47.0317,0.427917,0.118792,655,5541,6196
482,2012-04-26,2,1,4,0,4,1,2,49.8333,48.3583,0.756667,0.176625,475,4551,5026
483,2012-04-27,2,1,4,0,5,1,1,45.75,45.2637,0.400833,0.347633,1014,5219,6233
484,2012-04-28,2,1,4,0,6,0,2,37.66670000000001,37.7504,0.489583,0.129975,1120,3100,4220
485,2012-04-29,2,1,4,0,0,0,1,45.8333,45.0121,0.587083,0.116908,2229,4075,6304
486,2012-04-30,2,1,4,0,1,1,2,46.4167,45.7696,0.57,0.171638,665,4907,5572
487,2012-05-01,2,1,5,0,2,1,2,61.3333,57.7021,0.659583,0.156096,653,5087,5740
488,2012-05-02,2,1,5,0,3,1,1,56.4167,53.78960000000001,0.797083,0.138058,667,5502,6169
489,2012-05-03,2,1,5,0,4,1,2,56.00000000000001,53.7242,0.768333,0.133696,764,5657,6421
